rating,review
3,probably good for an aspiring guitarist that plays live
3,interesting effects pedal
5,analoge delay works great
5,delicious delay for those notes you want to hear a little longer
3,hit and miss for beringer
4,its what it says it is
5,great delay
3,okay for the
5,nice delay
5,replacing foot pedal
5,sweet sounding analog delay
5,analog delay goodness
5,just cant beat it
5,creamy precise delay
5,very cool unit better than i expected
5,one of the better ones
5,great for reverbless amps
5,great analog delay
5,great basic delay with warm analog tone
5,mxr carbon copy analog delay great pedal
5,great echoechoecho
5,best delay pedal i ever bought
5,a classic slapback vintage delay
5,great analog delay
5,best sounding delay i have ever used
5,awesome delay pedal
3,carbon copy
5,carbon copy
3,good pedal
5,every board needs one
5,an instant classicinspired by a classic effect
5,great pedal great tones
5,simple basic awesome
5,the best delay pedal
5,the analog delay
4,good sound some annoying minor issues
5,kicks ass
5,good pedal for the price
2,it doesnt totally suck
4,sweet pedal comprehensive review
4,still some more left
5,best inexpensive reverb pedal for synthesizer
5,why many pedal effects dont work
4,great sounds for the
5,behringer em echo machine
5,good deal good pedal comprehensive review
4,very good especially for the price
5,dreamy
5,great echoe delay
5,kala tenor uke bag
2,not a lot of protection
5,good bag and good value for the price
5,excellent gig bag
3,acciedent
3,its a love hate relationship
5,great fun versaitile and fairly simple
5,all about range
5,dear god im in way over my head here
5,best delay pedal for the money ease of use live
5,uffff excelente
5,the delay pedal
5,a perfect delay
5,no compromises excellent cable
3,so so guitar cable
5,not only really good for the price theyre just plain really good
5,very nice cable
5,good transaction
5,strap it lock it
1,method of attachment is poorly designed
4,nice strap locks but
5,work well
5,a good wellpriced product
1,very unhappy with the performance and quality
5,excellent high gain
5,tighter bottom end in my vox
5,comparison between my three ax tubes
5,seems fine to me
3,ts ax
5,tungsol ax preamp tube
4,good tube just too hairy for me
5,super price for sturdy stand
5,black friday price without waiting same as my proline
5,die cast
5,heavy
5,good stand
5,musicians gear die cast mic stand
5,it gets the job done
4,its a straight mic stand
5,the standard
5,solid and upright
5,nice stand for the price got what expected
4,good solid stand
4,warning do not use as weapon
5,is really good
5,a stand which becomes an artpiece
1,a complete joke
4,great amp stand for small amps
5,musicians gear deluxe amp stand
4,a deal
5,a surprise
4,worked great
4,solid equipment adjustments and good not great
5,great deal
5,nice amp stand
5,rock solid and convenient
4,rugged great for but definite tipping risk
5,seems pretty sturdy and like a good buy for the price
5,a great stand
4,good height
5,this is the chair that professionals use
5,gigging guitarist quality seat
4,nice chair overpirced
4,may take some getting used to and not as adjustable as it may seem in the description but a good comfortable stool
5,solid construction and ergonomically sound
5,very useful
5,what a great deal
5,it took just a moment to set up
5,fast shipping
5,great stand
4,decent stand
5,what a surprise it works fine for a guitarroacuten too
4,items arrived as described
5,very nice stand
5,great value
4,good and cheap does the job well
5,good fast pleased
4,guitar stand
4,great product for the price
5,nice stand
5,perfect
5,it really adds style to my guitar
4,inexpensive very guitar stand suitable for electrics
5,pretty good
5,cant complaint
4,nice guitar stand
4,its good
5,very utilitarian
5,work good
5,great guitar stand
2,the top fell off
4,nice stand
4,cheap
5,so much better then the one at guitar center for the same price
2,cheaply made and not very durable
5,great inexpensive functional stand
5,nice place to store guitar when out of case
5,great stand at a great price
5,rugged
5,overlooked deal
4,not bad for the money
3,musicians gear tubular guitar stand black
5,i use this stand
5,musicians gear tubular guitar stand black
4,works but careful
4,stand it up
5,all purpose stand best bang for the buck
5,your standard guitar stand
4,light works well
4,great item
4,petty good like other reviews say
5,nice gig list backer
5,just what i needed
3,cheapy and small
4,volt adapter
5,juice
3,box power adaptor
5,just what i neded
5,right price point works great
5,does the trick
5,perfect for the mini amp
3,eh its an adaptor
5,what i wanted
5,plenty of power for a couple of pedals
5,doea what its supposed to
5,cheap power supply works as it should
5,good cheap adapter
5,cheapest adapter for my line pod
5,great product works well for most of my devices
5,v power adapter
5,needed
5,my second one
5,i wouldnt call it love
5,planet waves v power adapter
4,good product but be careful
5,its about time
4,string owners rejoice
5,greaaaaaat
5,so good i bought two pair
4,almost perfect
5,best strap locks made
5,i have these on all my guitars now
5,the final solution
4,yes easy to use and fun for the whole family
5,perfect for guitars if straps are on the back of the body
5,provide great lighting for my kindle dx
3,okay for thin surfaces but can get turned on accidentally during transport
5,awesome light
4,nice light but not perfect
5,a wonderful light for the music stand
5,best light ever
5,and then there was light
5,perfectwellnearly perfect
5,perfect light for viewing sheet music
4,not quite as bright as i had hoped
5,no brainer
4,mighty sweet deal lack of master switch a slight hassle to turn the dual lights onoff
5,bright white light with good even coverage
4,nice light for small areas
4,does the job better than other mini lights i have used
4,the sounds are very clear and crisp
5,good for an entrylevel mic
5,ridiculously cheap for the quality
5,snapsing works great for on line singing
5,amazing im in love
4,very convenient and easy to use
5,incredible quality for a fantastic price
5,audio technica usb microphone
5,amazing microphone
5,sounds good
5,has the bang
5,perfect fit and finish
5,easy upgrade for a strat
5,fender neck plate
5,thicker than the f plate and nicer than the mim stock plate
4,i very good amp
5,this little amp changed my life
5,little bitty but packs a punch
5,surprise inside
5,versatile
5,can i rate it ten stars
5,wow digitech has really uped their game with the cm
5,great overdrive pedal
5,a must have for the giggin musician
5,easy to mount and use
5,musthave
5,got milk or beer or water
4,mic stand cup
5,useful tool
5,pretty good but confusing
5,very useful and quite educational
4,lots of information in a small space
4,good learning experience
5,great item for learning
5,good tool
1,counter to these negative reviews
4,good for songwriter
4,for quick reference just turn the wheel
5,excellent tool
3,its a diabolical reference thingiemadoodle for the geniuses among us
5,dumb ass manditory
5,miles better than the korg ca
5,a cut above most
4,accurate tough
5,seiko tuner
5,hey it works
5,works wonders
5,works like a charm
5,stop and pop
2,terrible color mostly white dont waste your money
2,quality control at manufacturer not so good
3,wish it had a setting for turning all lights on at once
5,bright light
3,nice led light but
5,good footswitch
4,wrong one
5,completes your super champ x
4,footswitch
5,small light and compact
4,decent starter uke
5,great sounding instrument for kids and adults alike
5,nice instrument with good sound
5,excellent value
4,nice relatively inexpensive instrument
5,great ukulele for a great price
5,surprisingly good
5,a lot of sound out of a small container
3,nice starter ukulele
4,nice easy to play instrument
5,this pedal works great
5,does the job
5,excellent construction and performance
4,works fine
5,works like the real thing
5,so convenient
3,a tad bit noisy and cheaply made
4,pretty good for the money
5,great little extra power source for condensor
4,promisingif it works not always a guaranteed solution
4,works for what it is
3,not bad worth the price
4,good basic protection
5,just fine for the average guitar
4,not for expensive guitars but it works well
3,good bag for a non expensive guitar
5,great case at a great price
4,a great case
5,great case
5,guitar fits like a glove
5,fits with fender t bucket
5,one of the best capos
5,fantastic capo
5,the best capo out there
1,not wide enough
5,wonderful capo
5,great product
5,best castors and strongest
5,ernie ball quality
5,great castersmy back appreciates them for the most part
5,great deal
5,works like a charm on my mandolin
4,almost perfect
